image,label
Augmented_Img/img001-001_c&r-30.jpg,0
Augmented_Img/img001-001_c&r-60.jpg,0
Augmented_Img/img001-001_c&r-90.jpg,0
Augmented_Img/img001-001_c&r-120.jpg,0
Augmented_Img/img001-001_c&r-150.jpg,0
Augmented_Img/img001-001_c&r-180.jpg,0
Augmented_Img/img001-001_c&r-210.jpg,0
Augmented_Img/img001-001_c&r-240.jpg,0
Augmented_Img/img001-001_c&r-270.jpg,0
Augmented_Img/img001-001_c&r-300.jpg,0
Augmented_Img/img001-001_c&r-330.jpg,0
Augmented_Img/img001-002_c&r-30.jpg,0
Augmented_Img/img001-002_c&r-60.jpg,0
Augmented_Img/img001-002_c&r-90.jpg,0
Augmented_Img/img001-002_c&r-120.jpg,0
Augmented_Img/img001-002_c&r-150.jpg,0
Augmented_Img/img001-002_c&r-180.jpg,0
Augmented_Img/img001-002_c&r-210.jpg,0
Augmented_Img/img001-002_c&r-240.jpg,0
Augmented_Img/img001-002_c&r-270.jpg,0
Augmented_Img/img001-002_c&r-300.jpg,0
Augmented_Img/img001-002_c&r-330.jpg,0
Augmented_Img/img001-003_c&r-30.jpg,0
Augmented_Img/img001-003_c&r-60.jpg,0
Augmented_Img/img001-003_c&r-90.jpg,0
Augmented_Img/img001-003_c&r-120.jpg,0
Augmented_Img/img001-003_c&r-150.jpg,0
Augmented_Img/img001-003_c&r-180.jpg,0
Augmented_Img/img001-003_c&r-210.jpg,0
Augmented_Img/img001-003_c&r-240.jpg,0
Augmented_Img/img001-003_c&r-270.jpg,0
Augmented_Img/img001-003_c&r-300.jpg,0
Augmented_Img/img001-003_c&r-330.jpg,0
Augmented_Img/img001-004_c&r-30.jpg,0
Augmented_Img/img001-004_c&r-60.jpg,0
Augmented_Img/img001-004_c&r-90.jpg,0
Augmented_Img/img001-004_c&r-120.jpg,0
Augmented_Img/img001-004_c&r-150.jpg,0
Augmented_Img/img001-004_c&r-180.jpg,0
Augmented_Img/img001-004_c&r-210.jpg,0
Augmented_Img/img001-004_c&r-240.jpg,0
Augmented_Img/img001-004_c&r-270.jpg,0
Augmented_Img/img001-004_c&r-300.jpg,0
Augmented_Img/img001-004_c&r-330.jpg,0
Augmented_Img/img001-005_c&r-30.jpg,0
Augmented_Img/img001-005_c&r-60.jpg,0
Augmented_Img/img001-005_c&r-90.jpg,0
Augmented_Img/img001-005_c&r-120.jpg,0
Augmented_Img/img001-005_c&r-150.jpg,0
Augmented_Img/img001-005_c&r-180.jpg,0
Augmented_Img/img001-005_c&r-210.jpg,0
Augmented_Img/img001-005_c&r-240.jpg,0
Augmented_Img/img001-005_c&r-270.jpg,0
Augmented_Img/img001-005_c&r-300.jpg,0
Augmented_Img/img001-005_c&r-330.jpg,0
Augmented_Img/img001-006_c&r-30.jpg,0
Augmented_Img/img001-006_c&r-60.jpg,0
Augmented_Img/img001-006_c&r-90.jpg,0
Augmented_Img/img001-006_c&r-120.jpg,0
Augmented_Img/img001-006_c&r-150.jpg,0
Augmented_Img/img001-006_c&r-180.jpg,0
Augmented_Img/img001-006_c&r-210.jpg,0
Augmented_Img/img001-006_c&r-240.jpg,0
Augmented_Img/img001-006_c&r-270.jpg,0
Augmented_Img/img001-006_c&r-300.jpg,0
Augmented_Img/img001-006_c&r-330.jpg,0
Augmented_Img/img001-007_c&r-30.jpg,0
Augmented_Img/img001-007_c&r-60.jpg,0
Augmented_Img/img001-007_c&r-90.jpg,0
Augmented_Img/img001-007_c&r-120.jpg,0
Augmented_Img/img001-007_c&r-150.jpg,0
Augmented_Img/img001-007_c&r-180.jpg,0
Augmented_Img/img001-007_c&r-210.jpg,0
Augmented_Img/img001-007_c&r-240.jpg,0
Augmented_Img/img001-007_c&r-270.jpg,0
Augmented_Img/img001-007_c&r-300.jpg,0
Augmented_Img/img001-007_c&r-330.jpg,0
Augmented_Img/img001-008_c&r-30.jpg,0
Augmented_Img/img001-008_c&r-60.jpg,0
Augmented_Img/img001-008_c&r-90.jpg,0
Augmented_Img/img001-008_c&r-120.jpg,0
Augmented_Img/img001-008_c&r-150.jpg,0
Augmented_Img/img001-008_c&r-180.jpg,0
Augmented_Img/img001-008_c&r-210.jpg,0
Augmented_Img/img001-008_c&r-240.jpg,0
Augmented_Img/img001-008_c&r-270.jpg,0
Augmented_Img/img001-008_c&r-300.jpg,0
Augmented_Img/img001-008_c&r-330.jpg,0
Augmented_Img/img001-009_c&r-30.jpg,0
Augmented_Img/img001-009_c&r-60.jpg,0
Augmented_Img/img001-009_c&r-90.jpg,0
Augmented_Img/img001-009_c&r-120.jpg,0
Augmented_Img/img001-009_c&r-150.jpg,0
Augmented_Img/img001-009_c&r-180.jpg,0
Augmented_Img/img001-009_c&r-210.jpg,0
Augmented_Img/img001-009_c&r-240.jpg,0
Augmented_Img/img001-009_c&r-270.jpg,0
Augmented_Img/img001-009_c&r-300.jpg,0
Augmented_Img/img001-009_c&r-330.jpg,0
Augmented_Img/img001-010_c&r-30.jpg,0
Augmented_Img/img001-010_c&r-60.jpg,0
Augmented_Img/img001-010_c&r-90.jpg,0
Augmented_Img/img001-010_c&r-120.jpg,0
Augmented_Img/img001-010_c&r-150.jpg,0
Augmented_Img/img001-010_c&r-180.jpg,0
Augmented_Img/img001-010_c&r-210.jpg,0
Augmented_Img/img001-010_c&r-240.jpg,0
Augmented_Img/img001-010_c&r-270.jpg,0
Augmented_Img/img001-010_c&r-300.jpg,0
Augmented_Img/img001-010_c&r-330.jpg,0
Augmented_Img/img001-011_c&r-30.jpg,0
Augmented_Img/img001-011_c&r-60.jpg,0
Augmented_Img/img001-011_c&r-90.jpg,0
Augmented_Img/img001-011_c&r-120.jpg,0
Augmented_Img/img001-011_c&r-150.jpg,0
Augmented_Img/img001-011_c&r-180.jpg,0
Augmented_Img/img001-011_c&r-210.jpg,0
Augmented_Img/img001-011_c&r-240.jpg,0
Augmented_Img/img001-011_c&r-270.jpg,0
Augmented_Img/img001-011_c&r-300.jpg,0
Augmented_Img/img001-011_c&r-330.jpg,0
Augmented_Img/img001-012_c&r-30.jpg,0
Augmented_Img/img001-012_c&r-60.jpg,0
Augmented_Img/img001-012_c&r-90.jpg,0
Augmented_Img/img001-012_c&r-120.jpg,0
Augmented_Img/img001-012_c&r-150.jpg,0
Augmented_Img/img001-012_c&r-180.jpg,0
Augmented_Img/img001-012_c&r-210.jpg,0
Augmented_Img/img001-012_c&r-240.jpg,0
Augmented_Img/img001-012_c&r-270.jpg,0
Augmented_Img/img001-012_c&r-300.jpg,0
Augmented_Img/img001-012_c&r-330.jpg,0
Augmented_Img/img001-013_c&r-30.jpg,0
Augmented_Img/img001-013_c&r-60.jpg,0
Augmented_Img/img001-013_c&r-90.jpg,0
Augmented_Img/img001-013_c&r-120.jpg,0
Augmented_Img/img001-013_c&r-150.jpg,0
Augmented_Img/img001-013_c&r-180.jpg,0
Augmented_Img/img001-013_c&r-210.jpg,0
Augmented_Img/img001-013_c&r-240.jpg,0
Augmented_Img/img001-013_c&r-270.jpg,0
Augmented_Img/img001-013_c&r-300.jpg,0
Augmented_Img/img001-013_c&r-330.jpg,0
Augmented_Img/img001-014_c&r-30.jpg,0
Augmented_Img/img001-014_c&r-60.jpg,0
Augmented_Img/img001-014_c&r-90.jpg,0
Augmented_Img/img001-014_c&r-120.jpg,0
Augmented_Img/img001-014_c&r-150.jpg,0
Augmented_Img/img001-014_c&r-180.jpg,0
Augmented_Img/img001-014_c&r-210.jpg,0
Augmented_Img/img001-014_c&r-240.jpg,0
Augmented_Img/img001-014_c&r-270.jpg,0
Augmented_Img/img001-014_c&r-300.jpg,0
Augmented_Img/img001-014_c&r-330.jpg,0
Augmented_Img/img001-015_c&r-30.jpg,0
Augmented_Img/img001-015_c&r-60.jpg,0
Augmented_Img/img001-015_c&r-90.jpg,0
Augmented_Img/img001-015_c&r-120.jpg,0
Augmented_Img/img001-015_c&r-150.jpg,0
Augmented_Img/img001-015_c&r-180.jpg,0
Augmented_Img/img001-015_c&r-210.jpg,0
Augmented_Img/img001-015_c&r-240.jpg,0
Augmented_Img/img001-015_c&r-270.jpg,0
Augmented_Img/img001-015_c&r-300.jpg,0
Augmented_Img/img001-015_c&r-330.jpg,0
Augmented_Img/img001-016_c&r-30.jpg,0
Augmented_Img/img001-016_c&r-60.jpg,0
Augmented_Img/img001-016_c&r-90.jpg,0
Augmented_Img/img001-016_c&r-120.jpg,0
Augmented_Img/img001-016_c&r-150.jpg,0
Augmented_Img/img001-016_c&r-180.jpg,0
Augmented_Img/img001-016_c&r-210.jpg,0
